freq,mot_nrg,regisveh,vehicle,unit,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,BG	: 	474.100 	512.800 	577.700 	: 	: 	: 	329.100 	353 	360 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	866.996 e
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,DE	4130 e	4240 e	4378 e	4515 e	4477 e	4486 e	4540 e	4164 e	4029 e	4230 e
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,EE	: 	161 e	175 e	206.400 e	237.800 	235.100 e	221.500 e	216.300 	231.400 	239.800 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,FI	: 	: 	: 	: 	: 	614 	601 	523 	461 	: 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,FR	2896.200 	2923.661 	2974.090 	3037.750 	2953.894 	3000.744 	3052.906 	2294.052 	2725.423 	2994.735 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,HR	: 	276 	304 	328 	335 	351 	277 	198 	207 	: 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,IE	299 	375 	313 	329 	361 	386 	392 	271 	260 	329 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,IS	: 	: 	: 	: 	18 	148 	20 	22 	: 	: 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,LT	247.900 	254.600 	235.300 	243.500 	249.700 	246.700 	250.300 	183.600 	168.900 	211 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,LV	221.400 	231.300 	228.400 	220.500 	231.600 	225.400 	215.600 	177.100 	159.700 	169.900 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,MK	49.147 	72.649 	105.897 	85.666 	91.567 	114.751 	123.745 	47.922 	50.176 	51.236 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,MT	50.900 e	58.900 e	26.970 e	46.800 e	41.480 e	42.440 e	45.950 e	40.300 	33.920 	72.895 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,NL	699 	673 	672 	657 	696 	674 	661 	523 	497 	501 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,NO	583 e	572 e	564 e	568 e	577 e	580 e	583 e	: 	501 	536 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,PT	405 	389 	419.490 	450.560 	455.460 	482.280 	: 	: 	: 	: 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,SE	963 	958 	974 	981 	992 	995 	992 	908.913 	887.069 	928.870 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,SI	: 	: 	139 p	137 	141 	139 p	141 	76 	100 	121 p
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,TR	: 	: 	: 	: 	: 	23871 	21777 	19989.846 	24392.292 	: 
A,TOTAL,TER_REGNAT,BUS_MCO_TRO,MIO_VKM,UK	4470 	4469 	: 	4304 	: 	: 	3822 	2598 	: 	: 
A,TOTAL,TER_REGNAT,BUS_TOT,MIO_VKM,BE	333 	331 	332 	332 	329 	: 	: 	: 	: 	: 
A,TOTAL,TER_REGNAT,BUS_TOT,MIO_VKM,BG	: 	474.100 	512.800 	577.700 	: 	: 	: 	329.100 	353 	360 
A,TOTAL,TER_REGNAT,BUS_TOT,MIO_VKM,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	852.287 e
A,TOTAL,TER_REGNAT,BUS_TOT,MIO_VKM,DE	4130 e	4240 e	4378 e	4515 e	4477 e	4486 e	4540 e	4164 e	4029 e	4230 e
A,TOTAL,TER_REGNAT,BUS_TOT,MIO_VKM,FR	856.039 	881.670 	922.632 	932.814 	891.448 	936.217 	994.789 	910.524 	1065.127 	1080.228 
A,TOTAL,TER_REGNAT,BUS_TOT,MIO_VKM,IE	: 	: 	: 	: 	361 	: 	: 	: 	: 	: 
A,TOTAL,TER_REGNAT,BUS_TOT,MIO_VKM,IS	: 	: 	: 	: 	12 	148 	: 	21 	: 	: 
A,TOTAL,TER_REGNAT,BUS_TOT,MIO_VKM,LV	221.400 	220.100 	217.900 	220.500 	221.200 	215.300 	205.700 	167 	150.400 	161.200 
A,TOTAL,TER_REGNAT,BUS_TOT,MIO_VKM,MT	17.350 e	19.890 e	22.140 e	35.400 e	32.420 e	32.400 e	35.470 e	33 	29.260 	32.850 
A,TOTAL,TER_REGNAT,BUS_TOT,MIO_VKM,NL	503 	485 	480 	465 	495 	471 	466 	446 	425 	424 
A,TOTAL,TER_REGNAT,BUS_TOT,MIO_VKM,NO	342 e	332 e	327 e	469 e	474 e	468 e	460 e	: 	439 	454 
A,TOTAL,TER_REGNAT,BUS_TOT,MIO_VKM,SI	: 	: 	139 p	124 	129 	128 p	130 	70 	91 	112 p
A,TOTAL,TER_REGNAT,BUS_TRO,MIO_VKM,BE	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,TOTAL,TER_REGNAT,BUS_TRO,MIO_VKM,BG	: 	16.200 	15.200 	14.800 	: 	: 	: 	13.700 	14.500 	12.100 
A,TOTAL,TER_REGNAT,BUS_TRO,MIO_VKM,HR	: 	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,TOTAL,TER_REGNAT,BUS_TRO,MIO_VKM,IE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 
A,TOTAL,TER_REGNAT,BUS_TRO,MIO_VKM,LT	19.800 	19.400 	19.700 	19.700 	19.800 	19.400 	19.700 	18.100 	15 	16.900 
A,TOTAL,TER_REGNAT,BUS_TRO,MIO_VKM,LV	12.100 	11.200 	10.500 	10.500 	10.400 	10.100 	9.900 	10.100 	9.300 	8.700 
A,TOTAL,TER_REGNAT,BUS_TRO,MIO_VKM,MT	: z	: z	0 	0 	0 	0 	: z	: 	0 	0 
A,TOTAL,TER_REGNAT,BUS_TRO,MIO_VKM,SI	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,BE	13031 	13331 	13662 	14086 	14469 	: 	: 	: 	: 	: 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,BG	: 	795.800 	861.500 	769.600 	: 	: 	: 	569 	598 	497 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	16938.493 e
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,DE	55928 e	57496 e	59721 e	62320 e	64277 e	65936 e	67284 e	68137 e	69327 e	70863 e
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,EE	: 	1060.800 e	1281 e	1462.600 e	1643.300 	1981.900 e	1993.700 e	1720.300 	1885.600 	1695.900 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,FI	: 	: 	: 	: 	: 	9104 	9068 	8928 	9073 	8788 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,FR	70911.535 	71399.656 	71899.369 	73144.004 	73710.248 	75279.400 	76601.446 	69327.975 	76252.905 	77240.749 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,GE	: 	: 	: 	: 	99929 	101346 	101951 	104378 	108728 	111171 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,IE	6320 	6999 	7021 	7410 	7785 	7891 	8023 	7283 	8812 	9356 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,IS	: 	: 	: 	: 	266 	167 	583 	259 	: 	: 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,LT	1000.500 	1004.500 	860 	972.700 	1049.400 	1090.800 	1193.300 	1160.300 	1164 	965.700 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,LV	2581.500 	1698.300 	1712.400 	1701.800 	1757.200 	1772.900 	1815.600 	1899.700 	1625.200 	1583.400 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,MK	625 	855 	860 	904 	902 	959 	835 	837 	895.964 	1051.425 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,MT	426.510 e	499.560 e	373.380 	567.950 e	562.840 e	533.710 e	490.450 e	440.300 	479.480 	470.862 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,NL	19042 	18945 	19139 	19732 	20230 	20411 	20849 	20473 	21179 	20985 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,NO	9399 e	9325 e	9251 e	8566 e	8676 e	8750 e	8780 e	: 	8795 	8835 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,SE	12130 	12320 	12535 	12894 	13239 	13607 	13503 	12827.112 	13214.963 	13267.469 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,SI	: 	: 	3532 p	3660 	3958 	4261 p	4444 	4250 	4547 	4542 p
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,TR	: 	: 	: 	: 	: 	99538 	100334 	104287.926 	111960.807 	: 
A,TOTAL,TER_REGNAT,LOR,MIO_VKM,UK	79962 	83954 	: 	87293 	: 	: 	100997 	91854 	: 	: 
A,TOTAL,TER_REGNAT,LOR_GT3P5-6,MIO_VKM,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	1224.379 e
A,TOTAL,TER_REGNAT,LOR_GT3P5-6,MIO_VKM,FR	65.611 	65.757 	66.154 	62.546 	64.865 	64.101 	63.950 	58.083 	74.373 	82.094 
A,TOTAL,TER_REGNAT,LOR_GT3P5-6,MIO_VKM,LT	37.700 	17.500 	23.500 	28 	23.800 	15.500 	20.100 	37 	23.500 	39.200 
A,TOTAL,TER_REGNAT,LOR_GT3P5-6,MIO_VKM,LV	104.900 	90.800 	82.900 	22.300 	25.100 	23.400 	21.400 	25.200 	15.700 	13.300 
A,TOTAL,TER_REGNAT,LOR_GT3P5-6,MIO_VKM,MT	63.940 e	66.440 e	41.040 	71.550 e	65.720 e	61.370 e	59.510 e	57.300 	60.100 	61.005 
A,TOTAL,TER_REGNAT,LOR_GT3P5-6,MIO_VKM,NO	209 e	176 e	153 e	111 e	90 e	73 e	65 e	: 	54 	52 
A,TOTAL,TER_REGNAT,LOR_GT3P5-6,MIO_VKM,PT	21 	16 	14.850 	8.700 	7.970 	16.410 	17.080 	15.480 e	12.540 	8.200 
A,TOTAL,TER_REGNAT,LOR_GT3P5-6,MIO_VKM,SE	78 	76 	75 	71 	65 	64 	62 	61.477 	61.869 	62.530 
A,TOTAL,TER_REGNAT,LOR_GT6,MIO_VKM,BG	: 	795.800 	861.500 	769.600 	: 	: 	: 	569 	598 	497 
A,TOTAL,TER_REGNAT,LOR_GT6,MIO_VKM,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	6067.218 e
A,TOTAL,TER_REGNAT,LOR_GT6,MIO_VKM,FR	8666.793 	8494.513 	8368.167 	8421.613 	8402.929 	8401.619 	8447.976 	7650.364 	8188.744 	8203.452 
A,TOTAL,TER_REGNAT,LOR_GT6,MIO_VKM,LT	585.700 	630.100 	543.100 	604.500 	726.900 	776.900 	898.400 	901.600 	913.600 	748 
A,TOTAL,TER_REGNAT,LOR_GT6,MIO_VKM,LV	1424.400 	445 	410 	431.900 	451.400 	466.100 	456.800 	485.500 	414.100 	383.700 
A,TOTAL,TER_REGNAT,LOR_GT6,MIO_VKM,MT	52.450 e	57.510 e	24.800 	68.730 e	65.360 e	62.380 e	57.430 e	53.700 	53.700 	50.620 
A,TOTAL,TER_REGNAT,LOR_GT6,MIO_VKM,NO	2052 e	2072 e	2067 e	1415 e	1441 e	1443 e	1462 e	: 	1411 	1436 
A,TOTAL,TER_REGNAT,LOR_GT6,MIO_VKM,PT	770 	713 	745.980 	630.500 	595.230 	553.440 	542.560 	460.550 e	541.360 	481.290 
A,TOTAL,TER_REGNAT,LOR_GT6,MIO_VKM,SE	3943 	3941 	3957 	4016 	4107 	4147 	4115 	3337.804 	3469.413 	3531.758 
A,TOTAL,TER_REGNAT,LOR_LE3P5,MIO_VKM,BE	10753 	11109 	11456 	11976 	12407 	: 	: 	: 	: 	: 
A,TOTAL,TER_REGNAT,LOR_LE3P5,MIO_VKM,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	9646.896 e
A,TOTAL,TER_REGNAT,LOR_LE3P5,MIO_VKM,DE	38675 e	40981 e	43189 e	45341 e	47484 e	49549 e	51318 e	53028 e	54732 e	56500 e
A,TOTAL,TER_REGNAT,LOR_LE3P5,MIO_VKM,FI	: 	: 	: 	: 	: 	5693 	5726 	5667 	5777 	5598 
A,TOTAL,TER_REGNAT,LOR_LE3P5,MIO_VKM,FR	62179.131 	62839.386 	63465.049 	64659.845 	65242.454 	66813.681 	68089.520 	61619.528 	67989.789 	68955.203 
A,TOTAL,TER_REGNAT,LOR_LE3P5,MIO_VKM,IS	: 	: 	: 	: 	185 	157 	153 	189 	: 	: 
A,TOTAL,TER_REGNAT,LOR_LE3P5,MIO_VKM,LT	377.100 	356.900 	293.500 	340.200 	298.700 	298.400 	274.800 	221.700 	226.900 	178.500 
A,TOTAL,TER_REGNAT,LOR_LE3P5,MIO_VKM,LV	1052.200 	1162.500 	1219.500 	1247.600 	1280.700 	1283.400 	1337.400 	1389 	1195.400 	1186.400 
A,TOTAL,TER_REGNAT,LOR_LE3P5,MIO_VKM,MT	310.110 e	374.400 e	307.540 	427.670 e	431.760 e	409.970 e	373.520 e	329.300 	365.680 	359.237 
A,TOTAL,TER_REGNAT,LOR_LE3P5,MIO_VKM,NL	16309 	16296 	16544 	17144 	17668 	17961 	18439 	18108 	18832 	18636 
A,TOTAL,TER_REGNAT,LOR_LE3P5,MIO_VKM,NO	7139 e	7077 e	7031 e	7040 e	7145 e	7234 e	7253 e	: 	7330 	7347 
A,TOTAL,TER_REGNAT,LOR_LE3P5,MIO_VKM,SE	8109 	8303 	8503 	8807 	9067 	9396 	9327 	9427.832 	9683.681 	9673.182 
A,TOTAL,TER_REGNAT,LOR_LE3P5,MIO_VKM,SI	: 	: 	1654 p	1635 	1755 	1866 p	1940 	1813 	1978 	2047 p
A,TOTAL,TER_REGNAT,LOR_LE3P5,MIO_VKM,TR	: 	: 	: 	: 	: 	: 	: 	63539.844 	70621.155 	: 
A,TOTAL,TER_REGNAT,LOR_LE3P5,MIO_VKM,UK	68303 	72087 	: 	75141 	: 	: 	88932 	80827 	: 	: 
A,TOTAL,TER_REGNAT,MCO,MIO_VKM,BE	: 	132 	141 	120 	111 	: 	: 	: 	: 	: 
A,TOTAL,TER_REGNAT,MCO,MIO_VKM,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.710 e
A,TOTAL,TER_REGNAT,MCO,MIO_VKM,FR	2040.161 	2041.991 	2051.457 	2104.936 	2062.446 	2064.527 	2058.117 	1383.528 	1660.296 	1914.507 
A,TOTAL,TER_REGNAT,MCO,MIO_VKM,MK	: 	: 	66.448 	39.765 	42.350 	69.085 	79.719 	21.239 	23.615 	24.977 
A,TOTAL,TER_REGNAT,MCO,MIO_VKM,MT	8.360 e	10.920 e	4.830 e	11.390 e	9.060 e	10.040 e	10.480 e	7.300 	4.660 	40.043 
A,TOTAL,TER_REGNAT,MCO,MIO_VKM,NL	195 	188 	191 	192 	200 	203 	195 	77 	72 	77 
A,TOTAL,TER_REGNAT,MCO,MIO_VKM,NO	88 e	96 e	101 e	102 e	103 e	101 e	102 e	: 	62 	82 
A,TOTAL,TER_REGNAT,RDMVEH_OTH,MIO_VKM,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	141.902 e
A,TOTAL,TER_REGNAT,RDMVEH_OTH,MIO_VKM,DE	4982 e	4836 e	4620 e	4406 e	4185 e	3988 e	3938 e	4082 e	4600 e	4788 e
A,TOTAL,TER_REGNAT,RDMVEH_OTH,MIO_VKM,FR	21092.300 	21055.844 	21121.610 	21378.614 	21303.517 	21469.185 	21528.433 	17921.867 	18903.558 	19739.534 
A,TOTAL,TER_REGNAT,RDMVEH_OTH,MIO_VKM,HR	: 	3769 	4204 	4709 	4949 	5323 	5377 	5480 	5751 	: 
A,TOTAL,TER_REGNAT,RDMVEH_OTH,MIO_VKM,IE	787 	536 	881 	867 	886 	857 	841 	639 	765 	913 
A,TOTAL,TER_REGNAT,RDMVEH_OTH,MIO_VKM,MT	26.040 e	40.190 e	44.540 e	69.180 e	73.570 e	69.880 e	40.110 e	34.600 	1.990 	33.516 
A,TOTAL,TER_REGNAT,RDMVEH_OTH,MIO_VKM,NL	722 	695 	685 	700 	692 	668 	640 	592 	597 	606 
A,TOTAL,TER_REGNAT,TOTAL,MIO_VKM,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	88010.836 e
A,TOTAL,TER_REGNAT,TOTAL,MIO_VKM,DE	705012 e	707803 e	717473 e	727186 e	734269 e	735964 e	738821 e	733014 e	719633 e	709218 e
A,TOTAL,TER_REGNAT,TOTAL,MIO_VKM,EE	: 	9471.600 e	9975.800 e	10387.300 e	10811.300 	11197.100 e	11659.100 e	11251.300 	11568.200 	11696.100 
A,TOTAL,TER_REGNAT,TOTAL,MIO_VKM,FR	571196.285 	576797.385 	584084.835 	593363.583 	603523.030 	603572.526 	606396.128 	503623.857 	546264.499 	591483.791 
A,TOTAL,TER_REGNAT,TOTAL,MIO_VKM,HR	: 	22480 	24136 	26047 	26974 	28237 	27378 	26663 	28202 	: 
A,TOTAL,TER_REGNAT,TOTAL,MIO_VKM,IE	41757 	42447 	45790 	47775 	48754 	47545 	47072 	36237 	41878 	47604 
A,TOTAL,TER_REGNAT,TOTAL,MIO_VKM,IS	: 	: 	: 	: 	1820 	1891 	1969 	1882 	: 	: 
A,TOTAL,TER_REGNAT,TOTAL,MIO_VKM,LV	11298.400 	12035.600 	12779.300 	13099.700 	14039.600 	14293.800 	14419 	13930.800 	12625.900 	12052.100 
A,TOTAL,TER_REGNAT,TOTAL,MIO_VKM,MK	3795.329 	4270.690 	4420.394 	4544.072 	4623.411 	4809.309 	4793.150 	4747.686 	5246.520 	5453.999 
A,TOTAL,TER_REGNAT,TOTAL,MIO_VKM,MT	2438.500 e	: z	2680.820 e	3495.060 e	3539.200 e	3380.080 e	3169.240 e	2438.500 	2853.990 	2918.720 
A,TOTAL,TER_REGNAT,TOTAL,MIO_VKM,NL	145712 	146234 	147857 	151490 	153537 	148873 	150108 	128965 	133618 	134407 
A,TOTAL,TER_REGNAT,TOTAL,MIO_VKM,NO	44717 e	44569 e	44372 e	44890 e	45572 e	46283 e	45850 e	: 	45377 	45629 
A,TOTAL,TER_REGNAT,TOTAL,MIO_VKM,SE	77297 	78465 	80246 	82499 	83734 	84670 	83037 	77979.214 	79368.101 	80495.717 
A,TOTAL,TER_REGNAT,TOTAL,MIO_VKM,SI	: 	: 	20255 p	19989 	20907 	21594 p	22072 	18725 	20097 	21469 p
A,TOTAL,TER_REGNAT,TOTAL,MIO_VKM,TR	: 	: 	: 	: 	: 	306926 	301555 	300614.518 	329591.072 	: 
A,TOTAL,TER_REGNAT,TOTAL,MIO_VKM,UK	486902 	498464 	: 	507223 	: 	: 	571689 	449627 	: 	: 
A,TOTAL,TER_REGNAT,TRC,MIO_VKM,BE	3230 	3286 	3339 	2955 b	3080 	: 	: 	: 	: 	: 
A,TOTAL,TER_REGNAT,TRC,MIO_VKM,BG	: 	1520.100 	1796.300 	2061.600 	: 	: 	: 	1889 	2158.800 	2159.500 
A,TOTAL,TER_REGNAT,TRC,MIO_VKM,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	248.421 e
A,TOTAL,TER_REGNAT,TRC,MIO_VKM,DE	19524 e	19795 e	20043 e	20371 e	20752 e	20970 e	20918 e	20281 e	20809 e	21173 e
A,TOTAL,TER_REGNAT,TRC,MIO_VKM,FI	: 	: 	: 	: 	: 	534 	514 	517 	531 	: 
A,TOTAL,TER_REGNAT,TRC,MIO_VKM,FR	16081.576 	15945.872 	16012.434 	16348.411 	16531.574 	16933.330 	17273.827 	16253 	17608.331 	17920.775 
A,TOTAL,TER_REGNAT,TRC,MIO_VKM,IE	1344 	1647 	1598 	1577 	1575 	1485 	1402 	1289 	1253 	1309 
A,TOTAL,TER_REGNAT,TRC,MIO_VKM,LT	1466.200 	1564.900 	1497.400 	1785.800 	2168.600 	2422 	2950.500 	3171.800 	3213.200 	3060.300 
A,TOTAL,TER_REGNAT,TRC,MIO_VKM,LV	: 	991.400 	1071.200 	1146.900 	1250.700 	1290.700 	1258.300 	1234 	1180.300 	1138.200 
A,TOTAL,TER_REGNAT,TRC,MIO_VKM,MT	40.690 e	54.500 e	15.930 	37.120 e	23.510 e	21.630 e	25.730 e	20.700 	22.780 	20.433 
A,TOTAL,TER_REGNAT,TRC,MIO_VKM,NL	6566 	6559 	6618 	6775 	6881 	6781 	6727 	6777 	6872 	6890 
A,TOTAL,TER_REGNAT,TRC,MIO_VKM,NO	594 e	617 e	634 e	642 e	653 e	681 e	694 e	: 	703 	717 
A,TOTAL,TER_REGNAT,TRC,MIO_VKM,PT	2304 	2106 	2102.270 	2273.810 	2141.660 	2113.050 	2047.560 	1572.810 e	2000.590 	2018.720 
A,TOTAL,TER_REGNAT,TRC,MIO_VKM,SE	738 	717 	733 	738 	754 	759 	744 	719.257 	762.798 	788.716 
A,TOTAL,TER_REGNAT,TRC,MIO_VKM,UK	12841 	13112 	: 	13558 	: 	: 	15008 	14500 	: 	: 
